0.066,-0.136,0.959,0.676,17.516,63.609,13.25,55.85,22.375,72.275,0.093,273,9.011,1,4,0.563,1
0.066,-0.136,0.959,0.002,-49.824,-57.604,13.25,55.85,22.375,72.275,0.063,185.9,6.33,1,4,-0.475,1
0.07,-0.136,0.963,0.674,17.341,63.213,13.25,55.85,22.375,72.275,0.085,253.5,8.484,1,4,0.492,1
0.07,-0.136,0.963,0.674,17.341,63.213,13.25,55.85,22.375,72.275,0.085,253.5,8.484,1,4,0.492,1
0.066,-0.14,0.956,0.674,17.297,63.213,13.25,55.85,22.375,72.275,0.087,254.8,8.747,1,4,0.545,1
0.058,-0.132,0.963,0.673,17.341,63.292,13.25,55.85,22.375,72.275,0.086,253.5,8.396,1,4,0.633,1
0.062,-0.144,0.963,0.673,17.253,63.134,13.25,55.85,22.438,72.387,0.089,265.2,9.055,1,4,0.58,1
0.066,-0.136,0.959,0.667,16.637,61.789,13.25,55.85,22.438,72.387,0.083,250.9,8.264,1,4,0.492,1
0.066,-0.136,0.959,0.667,16.637,61.789,13.25,55.85,22.438,72.387,0.083,250.9,8.264,1,4,0.492,1
0.062,-0.132,0.963,0.673,17.253,63.055,13.25,55.85,22.438,72.387,0.087,252.2,8.615,1,4,0.51,1
0.066,-0.132,0.967,0.673,17.253,63.213,13.25,55.85,22.438,72.387,0.091,261.3,9.099,1,4,0.563,1
0.062,-0.136,0.967,0.674,17.297,62.976,13.25,55.85,22.438,72.387,0.087,258.7,8.791,1,4,0.563,1
0.066,-0.14,0.963,0.673,17.341,63.055,12.938,55.287,22.438,72.387,0.086,253.5,8.659,1,4,0.492,1
0.066,-0.136,0.963,0.667,16.593,61.71,12.938,55.287,22.438,72.387,0.086,249.6,8.484,1,4,0.51,1
0.066,-0.136,0.963,0.667,16.593,61.71,12.938,55.287,22.438,72.387,0.086,249.6,8.484,1,4,0.51,1
0.066,-0.136,0.963,0.667,16.593,61.71,12.938,55.287,22.438,72.387,0.086,249.6,8.484,1,4,0.51,1
0.066,-0.136,0.963,0.667,16.593,61.71,12.938,55.287,22.438,72.387,0.086,249.6,8.484,1,4,0.51,1
0.066,-0.136,0.959,0.663,16.242,61.235,12.938,55.287,22.438,72.387,0.086,252.2,8.615,1,4,0.475,1
0.066,-0.136,0.959,0.663,16.242,61.235,12.938,55.287,22.438,72.387,0.086,252.2,8.615,1,4,0.475,1
0.062,-0.14,0.963,0.003,-49.736,-57.604,12.938,55.287,22.438,72.387,0.063,197.6,6.505,1,4,-0.51,1
0.062,-0.14,0.963,0.003,-49.736,-57.604,12.938,55.287,22.438,72.387,0.063,197.6,6.505,1,4,-0.51,1
0.062,-0.14,0.963,0.003,-49.736,-57.604,12.938,55.287,22.438,72.387,0.063,197.6,6.505,1,4,-0.51,1
0.062,-0.132,0.963,0.674,17.253,63.134,12.938,55.287,22.438,72.387,0.087,266.5,8.791,1,4,0.475,1
0.062,-0.132,0.963,0.674,17.253,63.134,12.938,55.287,22.438,72.387,0.087,266.5,8.791,1,4,0.475,1
0.062,-0.132,0.963,0.674,17.253,63.134,12.938,55.287,22.438,72.387,0.087,266.5,8.791,1,4,0.475,1
0.058,-0.132,0.963,0.674,17.429,63.53,12.938,55.287,22.438,72.387,0.086,254.8,8.615,1,4,0.58,1
0.058,-0.132,0.963,0.674,17.429,63.53,12.938,55.287,22.438,72.387,0.086,254.8,8.615,1,4,0.58,1
0.058,-0.132,0.963,0.674,17.429,63.53,12.938,55.287,22.438,72.387,0.086,254.8,8.615,1,4,0.58,1
0.066,-0.132,0.959,0.675,17.473,63.451,12.938,55.287,22.438,72.387,0.081,243.1,8.176,1,4,0.545,1
0.062,-0.136,0.967,0.003,-49.692,-57.446,12.938,55.287,22.438,72.387,0.062,169,5.978,1,4,-0.334,1
0.062,-0.136,0.967,0.003,-49.692,-57.446,12.938,55.287,22.438,72.387,0.062,169,5.978,1,4,-0.334,1
0.066,-0.132,0.959,0.675,17.473,63.451,12.938,55.287,22.438,72.387,0.081,237.9,8.132,0,0,0.527,1
0.066,-0.132,0.959,0.675,17.473,63.451,12.938,55.287,22.438,72.387,0.081,237.9,8.132,0,0,0.527,1
0.066,-0.136,0.959,0.676,17.516,63.451,12.938,55.287,22.438,72.387,0.083,249.6,8.308,0,0,0.527,1
0.066,-0.136,0.959,0.665,16.505,61.552,12.938,55.287,22.438,72.387,0.081,241.8,8.044,0,0,0.51,1
0.062,-0.136,0.963,0.003,-49.736,-57.525,12.938,55.287,22.438,72.387,0.059,180.7,5.89,0,0,-0.387,1
0.066,-0.136,0.963,0.002,-49.78,-57.604,12.938,55.287,22.438,72.387,0.064,184.6,6.286,0,0,-0.387,1
0.062,-0.132,0.971,0.002,-49.824,-57.684,12.938,55.287,22.438,72.387,0.06,175.5,5.934,0,0,-0.51,1
0.062,-0.136,0.963,0.003,-49.736,-57.525,12.938,55.287,22.438,72.387,0.06,176.8,5.978,0,0,-0.44,1
0.062,-0.136,0.963,0.003,-49.736,-57.604,12.938,55.287,22.438,72.387,0.085,254.8,8.396,0,0,0.563,1
0.066,-0.136,0.967,0.003,-49.736,-57.525,12.938,55.287,22.438,72.387,0.057,176.8,5.714,0,0,-0.457,1
0.066,-0.136,0.967,0.003,-49.736,-57.525,12.938,55.287,22.438,72.387,0.057,176.8,5.714,0,0,-0.457,1
0.066,-0.136,0.952,0.674,17.385,63.292,12.938,55.287,22.438,72.387,0.087,256.1,8.659,0,0,0.545,1
0.062,-0.132,0.963,0.675,17.473,63.53,12.938,55.287,22.438,72.387,0.085,247,8.571,0,0,0.527,1
0.062,-0.136,0.963,0.675,17.473,63.371,12.938,55.287,22.438,72.387,0.084,248.3,8.176,0,0,0.563,1
0.062,-0.136,0.967,0.669,16.725,62.105,12.938,55.287,22.438,72.387,0.082,244.4,8.176,0,0,0.475,1
0.062,-0.132,0.967,0.003,-49.736,-57.446,12.938,55.287,22.438,72.387,0.058,174.2,5.89,0,0,-0.422,1
0.062,-0.132,0.967,0.003,-49.736,-57.446,12.938,55.287,22.438,72.387,0.058,174.2,5.89,0,0,-0.422,1
0.062,-0.14,0.963,0.665,16.505,61.71,12.938,55.287,22.438,72.387,0.088,250.9,8.747,0,0,0.545,1
0.066,-0.132,0.959,0.673,17.209,62.818,12.938,55.287,22.438,72.387,0.085,253.5,8.659,0,0,0.545,1
0.062,-0.132,-0.035,0.673,17.253,62.976,12.938,55.287,22.438,72.387,0.084,247,8.396,0,0,0.563,1
0.062,-0.136,0.963,0.673,17.341,63.213,12.938,55.287,22.438,72.387,0.087,250.9,8.571,0,0,0.633,1
0.062,-0.136,0.963,0.003,-49.736,-57.525,12.938,55.287,22.438,72.387,0.063,182,6.154,0,0,-0.457,1
0.066,-0.136,0.963,0.665,16.33,61.235,12.938,55.287,22.438,72.387,0.084,260,8.835,0,0,0.51,1
0.066,-0.136,0.963,0.665,16.33,61.235,12.938,55.287,22.438,72.387,0.084,260,8.835,0,0,0.51,1
0.058,-0.132,0.963,0.674,17.341,63.055,12.938,55.287,22.438,72.387,0.089,265.2,8.923,0,0,0.545,1
0.062,-0.14,0.967,0.673,17.253,62.976,12.938,55.287,22.438,72.387,0.088,266.5,8.967,0,0,0.492,1
0.066,-0.128,0.963,0.673,17.253,63.055,12.938,55.287,22.5,72.5,0.088,262.6,8.967,0,0,0.563,1
0.062,-0.132,0.963,0.003,-49.736,-57.604,12.938,55.287,22.5,72.5,0.065,195,6.462,0,0,-0.352,1
0.066,-0.136,0.963,0.674,17.297,63.213,12.938,55.287,22.5,72.5,0.087,261.3,8.791,0,0,0.563,1
0.058,-0.132,0.956,0.674,17.253,63.134,12.938,55.287,22.5,72.5,0.09,265.2,9.055,0,0,0.51,1
0.058,-0.132,0.956,0.674,17.253,63.134,12.938,55.287,22.5,72.5,0.09,265.2,9.055,0,0,0.51,1
0.062,-0.132,0.975,0.664,16.286,61.393,12.938,55.287,22.5,72.5,0.089,260,8.879,0,0,0.457,1
0.062,-0.136,0.963,0.675,17.385,63.134,13.594,56.469,22.5,72.5,0.092,258.7,9.011,0,0,0.615,1
0.062,-0.136,0.963,0.003,-49.736,-57.525,13.594,56.469,22.5,72.5,0.063,182,6.066,0,0,-0.492,1
0.062,-0.136,0.971,0.666,16.593,61.789,13.594,56.469,22.5,72.5,0.086,253.5,8.571,0,0,0.527,1
0.062,-0.132,0.959,0.673,17.209,63.134,13.594,56.469,22.5,72.5,0.084,244.4,8.352,0,0,0.545,1
0.062,-0.132,0.959,0.673,17.209,63.134,13.594,56.469,22.5,72.5,0.084,244.4,8.352,0,0,0.545,1
0.066,-0.136,0.967,0.673,17.297,62.976,13.594,56.469,22.5,72.5,0.085,253.5,8.835,0,0,0.475,1
0.062,-0.136,0.963,0.663,16.33,61.393,13.594,56.469,22.5,72.5,0.085,258.7,8.615,0,0,0.545,1
0.058,-0.132,0.959,0.003,-49.78,-57.525,13.594,56.469,22.5,72.5,0.062,188.5,6.33,0,0,-0.387,1
0.066,-0.136,0.967,0.674,17.341,62.976,13.594,56.469,22.5,72.5,0.084,245.7,8.308,0,0,0.598,1
0.062,-0.132,0.963,0.675,17.165,62.818,13.594,56.469,22.5,72.5,0.083,244.4,8.264,0,0,0.51,1
0.055,-0.136,0.959,0.673,17.253,62.897,13.594,56.469,22.5,72.5,0.082,250.9,8.571,0,0,0.545,1
0.058,-0.136,0.963,0.675,17.473,63.451,13.594,56.469,22.5,72.5,0.088,261.3,8.703,0,0,0.615,1
0.062,-0.14,0.959,0.003,-49.736,-57.525,13.594,56.469,22.5,72.5,0.062,179.4,6.066,0,0,-0.404,1
0.066,-0.132,0.963,0.003,-49.692,-57.525,13.594,56.469,22.5,72.5,0.061,174.2,5.978,0,0,-0.492,1
0.058,-0.132,0.963,0.003,-49.692,-57.446,13.594,56.469,22.5,72.5,0.062,180.7,6.198,0,0,-0.422,1
0.062,-0.128,0.967,0.676,17.516,63.53,13.594,56.469,22.5,72.5,0.088,256.1,8.615,0,0,0.545,1
0.051,-0.132,0.963,0.003,-49.692,-57.525,13.594,56.469,22.5,72.5,0.063,180.7,6.154,0,0,-0.387,1
0.062,-0.136,0.963,0.003,-49.736,-57.446,13.594,56.469,22.5,72.5,0.063,185.9,6.11,0,0,-0.387,1
0.058,-0.132,0.967,0.676,17.604,63.53,13.594,56.469,22.5,72.5,0.082,249.6,8.308,0,0,0.598,1
0.062,-0.132,0.963,0.675,17.473,63.371,13.594,56.469,22.5,72.5,0.084,247,8.484,0,0,0.545,1
0.062,-0.136,0.963,0.676,17.56,63.451,13.594,56.469,22.5,72.5,0.085,252.2,8.484,0,0,0.563,1
0.062,-0.136,0.963,0.676,17.56,63.451,13.594,56.469,22.5,72.5,0.085,252.2,8.484,0,0,0.563,1
0.062,-0.132,0.959,0.675,17.385,63.292,13.594,56.469,22.5,72.5,0.083,247,8.44,0,0,0.527,1
0.062,-0.14,0.963,0.676,17.56,63.371,13.594,56.469,22.5,72.5,0.085,250.9,8.527,0,0,0.527,1
0.058,-0.132,0.959,0.002,-49.78,-57.684,13.594,56.469,22.5,72.5,0.059,172.9,5.934,0,0,-0.457,1
0.066,-0.132,0.963,0.676,17.516,63.292,13.594,56.469,22.5,72.5,0.089,266.5,8.923,0,0,0.545,1
0.062,-0.136,0.967,0.003,-49.692,-57.446,13.594,56.469,22.5,72.5,0.064,184.6,6.286,0,0,-0.369,1
0.062,-0.14,0.963,0.003,-49.692,-57.446,13.594,56.469,22.5,72.5,0.061,191.1,6.418,0,0,-0.51,1
0.062,-0.14,0.963,0.003,-49.692,-57.446,13.594,56.469,22.5,72.5,0.061,191.1,6.418,0,0,-0.51,1
0.066,-0.132,0.956,0.003,-49.692,-57.525,13.594,56.469,22.5,72.5,0.062,185.9,6.418,0,0,-0.404,1
0.066,-0.132,0.963,0.675,17.516,63.371,13.594,56.469,22.5,72.5,0.086,254.8,8.659,0,0,0.58,1
0.062,-0.132,0.963,0.676,17.429,63.688,13.594,56.469,22.5,72.5,0.087,254.8,8.659,0,0,0.615,1
0.058,-0.132,0.963,0.675,17.385,63.292,13.594,56.469,22.5,72.5,0.084,252.2,8.484,0,0,0.545,1
0.062,-0.132,0.963,0.675,17.473,63.53,13.594,56.469,22.5,72.5,0.086,253.5,8.484,0,0,0.527,1
0.066,-0.136,0.967,0.676,17.516,63.688,13.594,56.469,22.5,72.5,0.086,250.9,8.527,0,0,0.527,1
0.066,-0.136,0.967,0.676,17.516,63.688,13.594,56.469,22.5,72.5,0.086,250.9,8.527,0,0,0.527,1
0.066,-0.136,0.967,0.676,17.516,63.688,13.594,56.469,22.5,72.5,0.086,250.9,8.527,0,0,0.527,1
0.062,-0.132,0.963,0.003,-49.736,-57.525,13.594,56.469,22.5,72.5,0.065,192.4,6.637,0,0,-0.422,1
0.062,-0.132,0.963,0.003,-49.736,-57.525,13.594,56.469,22.5,72.5,0.065,192.4,6.637,0,0,-0.422,1
0.062,-0.136,0.967,0.002,-49.78,-57.525,13.594,56.469,22.5,72.5,0.061,182,6.154,0,0,-0.334,1
0.062,-0.136,0.959,0.003,-49.736,-57.525,13.594,56.469,22.5,72.5,0.062,183.3,6.242,0,0,-0.422,1
0.062,-0.136,0.959,0.003,-49.736,-57.525,13.594,56.469,22.5,72.5,0.062,183.3,6.242,0,0,-0.422,1
0.055,-0.132,0.967,0.002,-49.78,-57.604,13.594,56.469,22.5,72.5,0.06,184.6,6.066,0,0,-0.475,1
0.062,-0.136,0.963,0.665,16.33,61.473,13.594,56.469,22.5,72.5,0.082,243.1,8.176,0,0,0.563,1
0.066,-0.14,0.944,0.675,17.297,63.213,13.594,56.469,22.5,72.5,0.081,241.8,8.22,0,0,0.527,1
0.066,-0.136,0.963,0.665,16.33,61.473,13.594,56.469,22.531,72.556,0.083,248.3,8.352,0,0,0.545,1
0.062,-0.136,0.956,0.675,17.341,63.055,13.594,56.469,22.531,72.556,0.083,243.1,8.132,0,0,0.563,1
0.058,-0.132,-0.039,0.663,16.198,61.235,13.594,56.469,22.531,72.556,0.085,250.9,8.484,0,0,0.457,1
0.062,-0.132,0.963,0.002,-49.736,-57.446,13.594,56.469,22.531,72.556,0.064,187.2,6.286,0,0,-0.475,1
0.066,-0.136,0.963,0.003,-49.736,-57.525,13.594,56.469,22.531,72.556,0.059,179.4,6.066,0,0,-0.51,1
0.066,-0.132,0.963,0.003,-49.736,-57.525,13.75,56.75,22.531,72.556,0.062,183.3,6.374,0,0,-0.369,1
0.062,-0.132,0.967,0.003,-49.692,-57.604,13.75,56.75,22.531,72.556,0.059,176.8,6.11,0,0,-0.457,1
0.062,-0.132,0.967,0.003,-49.692,-57.604,13.75,56.75,22.531,72.556,0.059,176.8,6.11,0,0,-0.457,1
0.062,-0.136,0.948,0.673,17.253,63.213,13.75,56.75,22.531,72.556,0.087,256.1,8.747,0,0,0.58,1
0.062,-0.132,0.956,0.003,-49.736,-57.604,13.75,56.75,22.531,72.556,0.057,174.2,5.758,0,0,-0.44,1
0.062,-0.136,0.963,0.673,17.297,63.134,13.75,56.75,22.531,72.556,0.087,256.1,8.659,0,0,0.598,1
0.066,-0.136,0.963,0.673,17.209,63.134,13.75,56.75,22.531,72.556,0.087,250.9,8.44,0,0,0.615,1
0.066,-0.136,0.963,0.673,17.209,63.134,13.75,56.75,22.531,72.556,0.087,250.9,8.44,0,0,0.615,1
0.066,-0.136,0.963,0.673,17.209,63.134,13.75,56.75,22.531,72.556,0.087,250.9,8.44,0,0,0.615,1
0.058,-0.128,0.967,0.002,-49.78,-57.604,13.75,56.75,22.531,72.556,0.065,196.3,6.637,0,0,-0.457,1
0.058,-0.128,0.967,0.002,-49.78,-57.604,13.75,56.75,22.531,72.556,0.065,196.3,6.637,0,0,-0.457,1
0.058,-0.128,0.967,0.002,-49.78,-57.604,13.75,56.75,22.531,72.556,0.065,196.3,6.637,0,0,-0.457,1
0.062,-0.136,0.971,0.003,-49.736,-57.525,13.75,56.75,22.531,72.556,0.061,180.7,6.022,0,0,-0.457,1
0.062,-0.136,0.971,0.003,-49.736,-57.525,13.75,56.75,22.531,72.556,0.061,180.7,6.022,0,0,-0.457,1
0.062,-0.136,0.971,0.003,-49.736,-57.525,13.75,56.75,22.531,72.556,0.061,180.7,6.022,0,0,-0.457,1
0.062,-0.136,0.967,0.665,16.418,61.71,13.75,56.75,22.531,72.556,0.086,254.8,8.571,0,0,0.527,1
0.062,-0.136,0.967,0.665,16.418,61.71,13.75,56.75,22.531,72.556,0.086,254.8,8.571,0,0,0.527,1
0.062,-0.136,0.967,0.672,16.945,62.422,13.75,56.75,22.531,72.556,0.084,244.4,8.264,0,0,0.475,1
0.062,-0.136,0.967,0.672,16.945,62.422,13.75,56.75,22.531,72.556,0.084,244.4,8.264,0,0,0.475,1
0.062,-0.136,0.967,0.672,16.945,62.422,13.75,56.75,22.531,72.556,0.084,244.4,8.264,0,0,0.475,1
0.062,-0.136,0.967,0.664,16.462,61.71,13.75,56.75,22.531,72.556,0.083,241.8,8.044,0,0,0.44,1
0.062,-0.136,0.967,0.664,16.462,61.71,13.75,56.75,22.531,72.556,0.083,241.8,8.044,0,0,0.44,1
0.062,-0.136,0.967,0.664,16.462,61.71,13.75,56.75,22.531,72.556,0.083,241.8,8.044,0,0,0.44,1
0.058,-0.136,0.963,0.003,-49.692,-57.446,13.75,56.75,22.531,72.556,0.063,180.7,6.11,0,0,-0.422,1
0.058,-0.136,0.963,0.003,-49.692,-57.446,13.75,56.75,22.531,72.556,0.063,180.7,6.11,0,0,-0.422,1
0.058,-0.136,0.963,0.003,-49.692,-57.446,13.75,56.75,22.531,72.556,0.063,180.7,6.11,0,0,-0.422,1
0.066,-0.136,0.967,0.676,17.516,63.688,13.75,56.75,22.531,72.556,0.085,257.4,8.527,0,0,0.563,1
0.062,-0.136,0.963,0.003,-49.736,-57.446,13.75,56.75,22.531,72.556,0.067,192.4,6.549,0,0,-0.404,1
0.062,-0.136,0.963,0.003,-49.692,-57.525,13.75,56.75,22.531,72.556,0.06,180.7,6.066,0,0,-0.492,1
0.062,-0.136,0.963,0.002,-49.78,-57.684,13.75,56.75,22.531,72.556,0.059,175.5,6.066,0,0,-0.475,1
0.066,-0.132,0.967,0.002,-49.824,-57.604,13.75,56.75,22.531,72.556,0.061,178.1,5.978,0,0,-0.387,1
0.062,-0.132,0.963,0.666,16.637,61.947,13.75,56.75,22.531,72.556,0.086,253.5,8.352,0,0,0.58,1
0.058,-0.132,0.967,0.003,-49.736,-57.525,13.75,56.75,22.531,72.556,0.059,171.6,5.89,0,0,-0.404,1
0.062,-0.136,0.959,0.003,-49.736,-57.525,13.75,56.75,22.531,72.556,0.061,187.2,6.418,0,0,-0.44,1
0.058,-0.14,0.963,0.002,-49.78,-57.525,13.75,56.75,22.531,72.556,0.06,175.5,5.978,0,0,-0.369,1
0.066,-0.132,0.963,0.674,17.341,63.213,13.75,56.75,22.531,72.556,0.087,256.1,8.747,0,0,0.492,1
0.066,-0.136,0.963,0.002,-49.824,-57.604,13.75,56.75,22.531,72.556,0.067,196.3,6.681,0,0,-0.422,1
0.066,-0.132,0.959,0.67,17.077,62.58,13.75,56.75,22.531,72.556,0.091,270.4,9.011,0,0,0.545,1
0.062,-0.136,0.963,0.665,16.242,61.314,13.75,56.75,22.531,72.556,0.081,248.3,8.176,0,0,0.598,1
0.062,-0.136,-0.031,0.002,-49.824,-57.684,13.75,56.75,22.531,72.556,0.055,165.1,5.363,0,0,-0.51,1
0.066,-0.136,0.963,0.669,16.725,62.343,13.75,56.75,22.531,72.556,0.082,244.4,8.22,0,0,0.475,1
0.066,-0.136,0.963,0.664,16.33,61.473,13.75,56.75,22.531,72.556,0.082,239.2,8,0,0,0.492,1
0.062,-0.132,0.967,0.672,16.857,62.105,13.75,56.75,22.531,72.556,0.083,240.5,8.044,0,0,0.527,1
0.062,-0.132,0.963,0.673,17.253,63.213,13.75,56.75,22.531,72.556,0.081,243.1,8.132,0,0,0.598,1
0.062,-0.136,0.963,0.003,-49.78,-57.525,13.75,56.75,22.531,72.556,0.057,169,5.758,0,0,-0.422,1
0.066,-0.132,0.963,0.003,-49.78,-57.604,13.75,56.75,22.531,72.556,0.064,189.8,6.374,0,0,-0.44,1
0.062,-0.132,0.963,0.666,16.681,61.631,13.75,56.75,22.625,72.725,0.086,252.2,8.484,0,0,0.563,1
0.058,-0.136,0.967,0.663,16.286,61.156,13.75,56.75,22.625,72.725,0.084,247,8.22,0,0,0.545,1
0.062,-0.14,0.959,0.673,17.341,63.134,13.75,56.75,22.625,72.725,0.081,236.6,8.22,0,0,0.615,1
0.062,-0.136,0.967,0.664,16.374,61.314,13.75,56.75,22.625,72.725,0.081,239.2,7.912,0,0,0.545,1
0.062,-0.128,0.963,0.002,-49.78,-57.525,13.75,56.75,22.625,72.725,0.062,180.7,6.022,0,0,-0.387,1
0.066,-0.132,0.963,0.673,17.209,63.213,13.406,56.131,22.625,72.725,0.091,269.1,9.187,0,0,0.615,1
0.062,-0.136,0.967,0.002,-49.78,-57.604,13.406,56.131,22.625,72.725,0.061,178.1,5.89,0,0,-0.58,1
0.062,-0.132,0.963,0.003,-49.736,-57.525,13.406,56.131,22.625,72.725,0.069,204.1,6.945,0,0,-0.422,1
0.062,-0.136,0.963,0.003,-49.736,-57.446,13.406,56.131,22.625,72.725,0.073,209.3,7.341,0,0,-0.422,1
0.066,-0.136,0.963,0.002,-49.824,-57.684,13.406,56.131,22.625,72.725,0.058,171.6,5.89,0,0,-0.44,1
0.058,-0.136,0.963,0.003,-49.692,-57.446,13.406,56.131,22.625,72.725,0.064,188.5,6.462,0,0,-0.404,1
0.066,-0.136,0.963,0.003,-49.648,-57.446,13.406,56.131,22.625,72.725,0.062,185.9,6.154,0,0,-0.492,1
0.062,-0.132,0.963,0.004,-49.648,-57.367,13.406,56.131,22.625,72.725,0.06,172.9,6.022,0,0,-0.404,1
0.066,-0.136,0.963,0.003,-49.692,-57.525,13.406,56.131,22.625,72.725,0.061,184.6,6.198,0,0,-0.404,1
0.058,-0.136,0.967,0.003,-49.736,-57.446,13.406,56.131,22.625,72.725,0.061,178.1,6.066,0,0,-0.422,1
