tmp local (C), tmp object (C), sound voltage (V), current (A),
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.85,-66271396
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.04,0.99,488423624
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.04,0.98,445742384
9.00,10.00,5.03,0.92,189751604
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.85,-66271396
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,1.00,499085864
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.03,0.95,339087584
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.92,189751604
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.98,445742384
9.00,10.00,5.04,0.89,104389124
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.03,0.99,456404624
9.00,10.00,5.03,0.90,136408124
9.00,10.00,5.03,0.82,-172926196
9.00,10.00,5.03,0.92,189751604
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.98,435080144
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.91,157732604
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.98,435080144
9.00,10.00,5.03,0.90,125745824
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.88,61740104
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.98,445742384
9.00,10.00,5.03,0.93,253725104
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,456404624
9.00,10.00,5.04,0.98,445742384
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.85,-55609156
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.96,360412124
9.00,10.00,5.04,0.98,435080144
9.00,10.00,5.03,0.93,232400624
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.81,-194282896
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.95,328393124
9.00,10.00,5.04,0.99,488423624
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.88,72402344
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.90,136408064
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.80,-258288676
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.91,179057084
9.00,10.00,5.03,0.94,285744104
9.00,10.00,5.04,0.99,456404624
9.00,10.00,5.04,0.98,435080084
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.89,104389124
9.00,10.00,5.04,0.98,435080084
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.91,179057084
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.91,179057084
9.00,10.00,5.03,0.81,-215607436
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.04,0.98,445742384
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,456404624
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.03,0.98,435080084
9.00,10.00,5.04,0.99,456404624
9.00,10.00,5.03,0.86,-2265676
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.90,147070364
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,488423624
9.00,10.00,5.04,0.99,488423624
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.84,-108920476
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.99,456404624
9.00,10.00,5.04,0.99,477729104
9.00,10.00,5.04,0.90,147070364
9.00,10.00,5.04,0.99,477729104
9.00,10.00,5.04,0.99,456404624
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,477729104
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.91,179057084
9.00,10.00,5.03,0.86,-23590216
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.03,0.98,424417844
9.00,10.00,5.04,0.99,477729104
9.00,10.00,5.04,0.96,371074364
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.90,115083584
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.87,19058864
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.04,0.98,445742384
9.00,10.00,5.04,0.98,445742384
9.00,10.00,5.03,0.97,403061144
9.00,10.00,5.04,0.99,488423624
9.00,10.00,5.04,0.95,339087584
9.00,10.00,5.04,0.99,456404624
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.86,-12927916
9.00,10.00,5.03,0.91,179057084
9.00,10.00,5.03,0.88,61740044
9.00,10.00,5.03,0.92,189751544
9.00,10.00,5.04,0.99,477729104
9.00,10.00,5.04,0.99,488423624
9.00,10.00,5.04,0.99,488423624
9.00,10.00,5.03,0.96,349749824
9.00,10.00,5.04,0.99,477729104
9.00,10.00,5.04,0.98,424417844
9.00,10.00,5.04,0.99,456404624
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.90,136408064
9.00,10.00,5.03,0.92,189751544
9.00,10.00,5.03,0.81,-215607436
9.00,10.00,5.04,0.99,488423564
9.00,10.00,5.04,0.96,371074364
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,477729104
9.00,10.00,5.04,0.99,477729104
9.00,10.00,5.04,0.99,488423564
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.81,-194282956
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.98,445742384
9.00,10.00,5.04,0.99,456404624
9.00,10.00,5.04,0.99,477729104
9.00,10.00,5.03,0.95,339087584
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,488423564
9.00,10.00,5.03,0.92,189751544
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.84,-98258176
9.00,10.00,5.03,0.91,179057084
9.00,10.00,5.03,0.91,179057084
9.00,10.00,5.03,0.99,456404624
9.00,10.00,5.04,0.99,477729104
9.00,10.00,5.04,0.99,456404624
9.00,10.00,5.04,0.99,456404624
9.00,10.00,5.03,0.93,232400564
9.00,10.00,5.04,0.99,477729104
9.00,10.00,5.04,0.99,477729104
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.90,147070304
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.80,-236931976
9.00,10.00,5.03,0.91,179057084
9.00,10.00,5.03,0.97,392398844
9.00,10.00,5.04,0.99,456404624
9.00,10.00,5.04,0.99,477729104
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,488423564
9.00,10.00,5.03,0.95,317730824
9.00,10.00,5.04,0.99,477729104
9.00,10.00,5.03,0.88,51077804
9.00,10.00,5.03,0.92,189751544
9.00,10.00,5.03,0.91,179057084
9.00,10.00,5.03,0.90,147070304
9.00,10.00,5.03,0.92,200413844
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.04,0.99,456404624
9.00,10.00,5.04,0.89,83064584
9.00,10.00,5.04,0.99,477729104
9.00,1tmp local (C), tmp object (C), sound voltage (V), current (A),
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.90,136408124
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.03,0.98,445742384
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.90,115083644
9.00,10.00,5.04,0.99,456404684
9.00,10.00,5.04,0.98,445742384
9.00,10.00,5.04,0.91,157732664
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.90,125745884
9.00,10.00,5.03,0.88,40415624
9.00,10.00,5.03,0.90,136408124
9.00,10.00,5.03,0.86,-12927916
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.04,0.99,456404684
9.00,10.00,5.04,0.99,456404684
9.00,10.00,5.04,0.99,456404684
9.00,10.00,5.03,0.81,-226269676
9.00,10.00,5.03,0.91,168394904
9.00,10.00,5.03,0.91,157732664
9.00,10.00,5.03,0.91,157732664
9.00,10.00,5.03,0.91,157732664
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.03,0.99,456404684
9.00,10.00,5.04,0.99,456404684
9.00,10.00,5.04,0.89,104389124
9.00,10.00,5.04,0.99,456404684
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.97,392398904
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.91,168394904
9.00,10.00,5.03,0.91,157732664
9.00,10.00,5.03,0.86,-2265616
9.00,10.00,5.03,0.90,136408124
9.00,10.00,5.03,0.88,72402344
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.99,456404684
9.00,10.00,5.04,0.99,456404684
9.00,10.00,5.04,0.98,445742384
9.00,10.00,5.03,0.96,349749884
9.00,10.00,5.04,0.99,456404684
9.00,10.00,5.04,0.88,61740104
9.00,10.00,5.03,0.91,168394904
9.00,10.00,5.03,0.91,168394904
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.92,189751604
9.00,10.00,5.04,0.88,61740104
9.00,10.00,5.04,0.99,456404684
9.00,10.00,5.04,0.99,456404684
9.00,10.00,5.04,0.99,456404684
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.99,456404684
9.00,10.00,5.03,0.91,168394904
9.00,10.00,5.03,0.87,8396624
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.86,-23590156
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.04,0.98,445742384
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.04,0.99,456404684
9.00,10.00,5.04,0.99,488423624
9.00,10.00,5.03,0.95,307068644
9.00,10.00,5.04,0.98,445742384
9.00,10.00,5.04,0.95,307068644
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.90,136408124
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.90,136408124
9.00,10.00,5.04,0.90,125745884
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.04,0.99,488423624
9.00,10.00,5.04,0.99,456404624
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.04,0.91,179057144
9.00,10.00,5.03,0.87,8396624
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.88,40415624
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.04,0.99,456404624
9.00,10.00,5.04,0.98,445742384
9.00,10.00,5.04,0.89,93726884
9.00,10.00,5.04,1.00,499085864
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.90,136408124
9.00,10.00,5.03,0.90,136408124
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.81,-194282896
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.93,253725164
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.98,445742384
9.00,10.00,5.04,0.88,72402344
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.91,168394904
9.00,10.00,5.03,0.84,-87595936
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.91,168394904
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.04,0.94,296406404
9.00,10.00,5.04,1.00,499085864
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.04,0.99,456404624
9.00,10.00,5.04,0.99,456404624
9.00,10.00,5.04,0.98,445742384
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.85,-44946916
9.00,10.00,5.03,0.91,168394904
9.00,10.00,5.03,0.89,104389124
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.91,168394904
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.04,0.90,125745824
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.04,0.91,168394904
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.92,189751604
9.00,10.00,5.03,0.84,-87595936
9.00,10.00,5.03,0.92,200413844
9.00,10.00,5.04,1.00,499085864
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.04,0.99,488423624
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.04,0.99,488423624
9.00,10.00,5.04,0.91,157732604
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.92,189751604
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.81,-194282896
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.99,488423624
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.83,-140939416
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.92,189751604
9.00,10.00,5.04,0.90,125745824
9.00,10.00,5.04,0.98,435080144
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.92,189751604
9.00,10.00,5.03,0.82,-162263896
9.00,10.00,5.03,0.90,136408124
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.89,83064584
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.96,349749884
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,488423624
9.00,10.00,5.03,0.88,72402344
9.00,10.00,5.03,0.92,189751604
9.00,10.00,5.03,0.89,104389124
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.99,467066864
9.00,10.00,5.04,0.98,445742384
9.00,10.00,5.04,0.93,264419624
9.00,10.00,5.04,0.98,445742384
9.00,10.00,5.04,0.98,435080144
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.84,-98258176
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.88,40415564
9.00,10.00,5.04,0.99,456404624
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,456404624
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.03,0.98,435080144
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.96,360412124
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.91,179057144
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.90,125745824
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.04,0.93,243062864
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.99,456404624
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.99,488423624
9.00,10.00,5.03,0.96,360412124
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.03,0.88,61740104
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.88,40415564
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.97,381736604
9.00,10.00,5.04,0.99,456404624
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.99,456404624
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.88,40415564
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.86,-12927916
9.00,10.00,5.04,0.91,157732604
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.04,0.99,477729164
9.00,10.00,5.03,0.98,445742384
9.00,10.00,5.04,0.99,467066864
9.00,10.00,5.04,0.95,307068584
9.00,10.00,5.04,0.99,456404624
9.00,10.00,5.04,0.92,200413844
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.91,168394844
9.00,10.00,5.03,0.90,115083584
9.00,10.00,5.03,0.91,157732604
9.00,10.00,5.03,0.88,40415564
9.00,10.00,5.03,0.92,189751604
9.00,10.00,5.04,0.99,tmp local (C), tmp object (C), sound voltage (V), current (A),
9.00,10.00,5.03,0.90,125745884
9.00,10.00,5.03,0.90,147070364
9.00,10.00,5.03,0.86,-23590156
9.00,10.00,5.03,0.90,125745884
9.00,10.00,5.04,22.41,-90022520
9.00,10.00,5.04,-8.59,-1398033368
9.00,10.00,5.04,0.99,467066924
9.00,10.00,5.04,3.33,730702752
9.00,10.00,5.04,-4.35,1760088304
9.00,10.00,5.04,5.77,1367646400
9.00,10.00,5.04,8.91,355021972
9.00,10.00,5.03,0.97,381736664
9.00,10.00,5.03,5.07,-1267090520
9.00,10.00,5.04,-3.15,1998577068
9.00,10.00,5.03,5.32,-317730980
9.00,10.00,5.03,1.84,-606481652
9.00,10.00,5.04,-5.95,-25071880
9.00,10.00,5.03,-1.59,-713877284
9.00,10.00,5.04,6.79,955415424
9.00,10.00,5.04,8.11,1631250008
9.00,10.00,5.03,5.50,364943320
9.00,10.00,5.04,1.84,-617143892
9.00,10.00,5.04,3.32,698683752
9.00,10.00,5.04,8.71,-402320348
9.00,10.00,5.03,6.30,-932609256
9.00,10.00,5.03,-8.70,-1824716888
9.00,10.00,5.04,1.15,1075105424
9.00,10.00,5.03,5.56,567622840
9.00,10.00,5.04,-6.09,-547747960
9.00,10.00,5.03,7.71,127227608
9.00,10.00,5.04,-3.51,633196248
9.00,10.00,5.04,2.48,1814913568
9.00,10.00,5.04,6.66,432739404
9.00,10.00,5.04,-0.37,-379395960
9.00,10.00,5.04,-5.52,1596299720
9.00,10.00,5.04,5.31,-360412220
9.00,10.00,5.03,5.76,1324965160
9.00,10.00,5.04,5.16,-925737260
9.00,10.00,5.04,2.51,1932262768
9.00,10.00,5.04,0.09,1380617220
9.00,10.00,5.04,-1.77,-1375227104
9.00,10.00,5.03,-2.97,-1635040408
9.00,10.00,5.03,-6.25,-1155786460
9.00,10.00,5.04,-6.00,-206426920
9.00,10.00,5.04,-4.82,-42606116
9.00,10.00,5.04,-4.92,-394621616
9.00,10.00,5.04,-4.43,1450753984
9.00,10.00,5.04,-5.52,1617624200
9.00,10.00,5.04,-6.99,355140096
9.00,10.00,5.04,-5.01,-767961656
9.00,10.00,5.03,-3.68,3865428
9.00,10.00,5.03,0.10,1401973920
9.00,10.00,5.03,1.21,1309771724
9.00,10.00,5.03,6.13,-1551309996
9.00,10.00,5.03,3.07,-240013548
9.00,10.00,5.03,3.90,-1420216864
9.00,10.00,5.04,3.78,-1868224924
9.00,10.00,5.04,1.04,659084144
9.00,10.00,5.04,-2.27,1010358812
9.00,10.00,5.04,-2.76,-835016848
9.00,10.00,5.04,-3.89,-806820372
9.00,10.00,5.03,-0.18,324602820
9.00,10.00,5.03,2.73,-1520031948
9.00,10.00,5.03,5.52,418286800
9.00,10.00,5.04,3.33,741364992
9.00,10.00,5.04,3.23,346668252
9.00,10.00,5.03,1.89,-414464372
9.00,10.00,5.03,-1.52,-436562024
9.00,10.00,5.03,-3.74,-241495332
9.00,10.00,5.04,-2.96,-1571034628
9.00,10.00,5.04,2.11,417545968
9.00,10.00,5.04,4.58,1161176576
9.00,10.00,5.04,3.77,-1889581624
9.00,10.00,5.04,2.69,-1669367928
9.00,10.00,5.04,-0.45,-678100200
9.00,10.00,5.04,-3.59,334524228
9.00,10.00,5.03,-0.04,857941140
9.00,10.00,5.03,4.07,-769561564
9.00,10.00,5.04,2.48,1804251268
9.00,10.00,5.04,3.09,-154683288
9.00,10.00,5.03,2.35,1334886508
9.00,10.00,5.04,-3.22,1742554068
9.00,10.00,5.04,-1.97,2141041172
9.00,10.00,5.04,3.88,-1484222644
9.00,10.00,5.04,3.08,-207994548
9.00,10.00,5.04,3.15,37333932
9.00,10.00,5.03,-2.51,114342692
9.00,10.00,5.04,-6.25,-1155786460
9.00,10.00,5.04,-1.48,-287225984
9.00,10.00,5.03,1.58,-1598490212
9.00,10.00,5.03,4.12,-556219804
9.00,10.00,5.03,3.58,1680030072
9.00,10.00,5.03,2.47,1793589028
9.00,10.00,5.03,-4.06,-1457507952
9.00,10.00,5.04,-3.20,1785235308
9.00,10.00,5.04,1.93,-254466152
9.00,10.00,5.04,4.39,446483276
9.00,10.00,5.04,3.45,1189373052
9.00,10.00,5.04,2.74,-1488045168
9.00,10.00,5.04,-2.27,1010358812
9.00,10.00,5.03,-1.45,-180539024
9.00,10.00,5.04,4.25,-76192744
9.00,10.00,5.03,3.33,730702752
9.00,10.00,5.04,2.50,1889581528
9.00,10.00,5.03,-2.08,1746376592
9.00,10.00,5.03,-2.59,-195023788
9.00,10.00,5.03,2.38,1420248988
9.00,10.00,5.04,2.78,-1328014668
9.00,10.00,5.04,2.85,-1082686128
9.00,10.00,5.04,-2.24,1149032552
9.00,10.00,5.04,-4.82,-31943876
9.00,10.00,5.04,2.25,950884228
9.00,10.00,5.04,4.79,1950505676
9.00,10.00,5.04,3.21,282662472
9.00,10.00,5.03,2.52,1953587308
9.00,10.00,5.03,-3.73,-188151852
9.00,10.00,5.03,1.58,-1598490272
9.00,10.00,5.03,5.92,1943665900
9.00,10.00,5.03,3.75,-1985574184
9.00,10.00,5.04,-2.42,466326032
9.00,10.00,5.04,-2.40,530331752
9.00,10.00,5.04,2.75,-1477350708
9.00,10.00,5.04,4.99,-1587087080
9.00,10.00,5.04,3.29,592028952
9.00,10.00,5.04,2.84,-1125367368
9.00,10.00,5.04,-2.47,252984272
9.00,10.00,5.03,-3.92,-934831872
9.00,10.00,5.03,2.08,289534408
9.00,10.00,5.04,2.74,-1488045168
9.00,10.00,5.04,3.50,1392020292
9.00,10.00,5.04,3.57,1626718812
9.00,10.00,5.03,2.59,-2053370208
9.00,10.00,5.04,-3.01,-1784376448
9.00,10.00,5.04,-2.67,-493695808
9.00,10.00,5.03,-4.73,309409384
9.00,10.00,5.04,1.10,883088144
9.00,10.00,5.04,3.28,549347712
9.00,10.00,5.04,2.80,-1285365648
9.00,10.00,5.04,3.26,453355212
9.00,10.00,5.03,2.55,2081598808
9.00,10.00,5.04,-0.38,-411414960
9.00,10.00,5.03,-3.20,1806559848
9.00,10.00,5.04,-4.47,1301418004
9.00,10.00,5.03,1.59,-1534516712
9.00,10.00,5.03,4.36,339828476
9.00,10.00,5.04,3.28,549347712
9.00,10.00,5.04,2.47,1782894568
9.00,10.00,5.04,2.62,-1968039948
9.00,10.00,5.04,2.36,1377567748
9.00,10.00,5.04,2.08,310891168
9.00,10.00,5.04,2.01,22881388
9.00,10.00,5.04,2.23,854891728
9.00,10.00,5.03,1.67,-1267831472
9.00,10.00,5.03,0.64,-855632716
9.00,10.00,5.04,-0.39,-454063980
9.00,10.00,5.03,2.12,470889448
9.00,10.00,5.03,2.53,2006930788
9.00,10.00,5.03,2.62,-1936053228
9.00,10.00,5.03,2.26,972208768
9.00,10.00,5.04,2.75,-1466688468
9.00,10.00,5.04,2.71,-1626686688
9.00,10.00,5.04,3.33,741364992
9.00,10.00,5.04,3.65,1957377612
9.00,10.00,5.04,2.62,-1968039948
9.00,10.00,5.04,-3.24,1667886048
9.00,10.00,5.04,-3.32,1358551788
9.00,10.00,5.03,-3.86,-710827872
9.00,10.00,5.03,1.23,1384439684
9.00,10.00,5.03,2.00,-19799852
9.00,10.00,5.04,3.31,645340272
9.00,10.00,5.03,2.43,1633558528
9.00,10.00,5.03,-1.56,-575203544
9.00,10.00,5.04,-3.57,409192188
9.00,10.00,5.04,-4.01,-1244166192
9.00,10.00,5.04,3.18,154683192
9.00,10.00,5.04,3.37,869344272
9.00,10.00,5.04,3.06,-282662568
9.00,10.00,5.04,3.66,1978702092
9.00,10.00,5.03,2.47,1793589028
9.00,10.00,5.04,-4.43,1429429504
