tmp local (C), tmp object (C), sound voltage (V), current (A),
10.00,12.00,4.81,-26.41,1898568736
10.00,12.00,4.81,-26.63,213223516
10.00,12.00,4.80,-26.96,2054776652
10.00,12.00,4.81,-26.49,1322581396
10.00,12.00,4.81,-26.76,-746798264
10.00,12.00,4.81,-27.09,1052105792
10.00,12.00,4.81,-27.21,156089732
10.00,12.00,4.81,-27.17,433405052
10.00,12.00,4.81,-26.75,-640143524
10.00,12.00,4.81,-27.05,1372102352
10.00,12.00,4.81,-26.19,-711021180
10.00,12.00,4.81,-27.02,1564119632
10.00,12.00,4.81,-26.84,-1386823604
10.00,12.00,4.80,-25.25,2098198784
10.00,12.00,4.81,-26.41,1898568736
10.00,12.00,4.81,-26.69,-213460004
10.00,12.00,4.81,-26.70,-256141244
10.00,12.00,4.81,-26.82,-1194838544
10.00,12.00,4.81,-26.54,895897876
10.00,12.00,4.81,-26.73,-554813264
10.00,12.00,4.81,-27.30,-569265808
10.00,12.00,4.81,-27.14,646746812
10.00,12.00,4.81,-27.26,-249269248
10.00,12.00,4.81,-27.07,1180085132
10.00,12.00,4.81,-25.92,1315709460
10.00,12.00,4.81,-26.86,-1472153864
10.00,12.00,4.81,-26.63,213223516
10.00,12.00,4.81,-26.94,-2090854604
10.00,12.00,4.81,-26.44,1706583676
10.00,12.00,4.81,-26.29,-1521707040
10.00,12.00,4.81,-26.62,341202856
10.00,12.00,4.81,-26.32,-1735048800
10.00,12.00,4.81,-25.93,1209022440
10.00,12.00,4.81,-26.65,106536556
10.00,12.00,4.81,-26.86,-1493510564
10.00,12.00,4.81,-27.29,-483935548
10.00,12.00,4.81,-26.96,2054776652
10.00,12.00,4.81,-27.05,1329421112
10.00,12.00,4.81,-26.88,-1642846604
10.00,12.00,4.81,-27.04,1414783592
10.00,12.00,4.81,-27.06,1265447552
10.00,12.00,4.81,-26.97,1948121912
10.00,12.00,4.81,-27.01,1649449892
10.00,12.00,4.81,-26.34,-1841703540
10.00,12.00,4.81,-26.39,2047936936
10.00,12.00,4.81,-26.62,298553776
10.00,12.00,4.81,-26.51,1151888656
10.00,12.00,4.81,-26.60,426533116
10.00,12.00,4.81,-26.40,2005255696
10.00,12.00,4.81,-26.69,-192135464
10.00,12.00,4.81,-27.14,668071292
10.00,12.00,4.81,-27.03,1478757152
10.00,12.00,4.81,-27.12,838764032
10.00,12.00,4.81,-26.78,-917491004
10.00,12.00,4.81,-27.05,1329421112
10.00,12.00,4.81,-26.92,-1941518624
10.00,12.00,4.81,-26.87,-1578840824
10.00,12.00,4.81,-27.15,625422272
10.00,12.00,4.81,-26.45,1621253416
10.00,12.00,4.81,-26.65,85212016
10.00,12.00,4.81,-26.70,-320146964
10.00,12.00,4.81,-26.64,127861036
10.00,12.00,4.81,-26.81,-1130832764
10.00,12.00,4.81,-26.59,511895536
10.00,12.00,4.81,-26.35,-1905709320
10.00,12.00,4.81,-27.15,604097792
10.00,12.00,4.81,-27.20,220063292
10.00,12.00,4.81,-27.28,-377280808
10.00,12.00,4.81,-26.85,-1408148084
10.00,12.00,4.81,-27.01,1628125352
10.00,12.00,4.81,-26.78,-874809764
10.00,12.00,4.81,-26.99,1820110412
10.00,12.00,4.80,-25.39,1010165444
10.00,12.00,4.81,-26.25,-1159029240
10.00,12.00,4.81,-26.90,-1770825884
10.00,12.00,4.81,-26.45,1578572176
10.00,12.00,4.81,-26.49,1279900156
10.00,12.00,4.81,-26.99,1777461332
10.00,12.00,4.81,-26.58,639874876
10.00,12.00,4.81,-26.32,-1713692040
10.00,12.00,4.81,-26.93,-2005524344
10.00,12.00,4.81,-27.25,-185263528
10.00,12.00,4.81,-26.85,-1408148084
10.00,12.00,4.81,-27.19,262744532
10.00,12.00,4.81,-27.16,540092012
10.00,12.00,4.81,-26.33,-1756373280
10.00,12.00,4.81,-27.23,-35927548
10.00,12.00,4.81,-26.68,-128129744
10.00,12.00,4.80,-25.10,-1087410692
10.00,12.00,4.81,-26.70,-277465724
10.00,12.00,4.81,-26.53,959903596
10.00,12.00,4.81,-26.37,-2076369840
10.00,12.00,4.81,-26.73,-533488724
10.00,12.00,4.81,-26.81,-1088151584
10.00,12.00,4.81,-26.40,2005255696
10.00,12.00,4.81,-27.29,-483935548
10.00,12.00,4.81,-25.98,867701400
10.00,12.00,4.81,-26.60,490538836
10.00,12.00,4.81,-27.45,-1635974668
10.00,12.00,4.81,-27.12,796082792
10.00,12.00,4.81,-26.35,-1927033860
10.00,12.00,4.81,-27.07,1201441832
10.00,12.00,4.81,-26.39,2047936936
10.00,12.00,4.81,-26.54,938546896
10.00,12.00,4.81,-26.18,-625658760
10.00,12.00,4.81,-26.43,1727908156
10.00,12.00,4.81,-26.66,42530776
10.00,12.00,4.81,-26.57,682556056
10.00,12.00,4.81,-26.68,-128129744
10.00,12.00,4.81,-27.21,177414212
10.00,12.00,4.81,-27.06,1244090852
10.00,12.00,4.81,-27.24,-57252028
10.00,12.00,4.81,-26.92,-1962843104
10.00,12.00,4.81,-27.03,1500113852
10.00,12.00,4.81,-27.07,1201441832
10.00,12.00,4.81,-26.77,-853485284
10.00,12.00,4.81,-26.84,-1365499064
10.00,12.00,4.81,-26.22,-945687480
10.00,12.00,4.81,-26.50,1194569896
10.00,12.00,4.81,-26.55,874573336
10.00,12.00,4.81,-25.78,-1933905796
10.00,12.00,4.81,-26.64,170542276
10.00,12.00,4.81,-26.44,1706583676
10.00,12.00,4.81,-26.63,255872536
10.00,12.00,4.81,-27.28,-419929828
10.00,12.00,4.81,-27.15,604097792
10.00,12.00,4.81,-27.20,198738752
10.00,12.00,4.81,-26.76,-725473784
10.00,12.00,4.81,-26.16,-497679480
10.00,12.00,4.81,-26.89,-1749501344
10.00,12.00,4.81,-26.81,-1152157304
10.00,12.00,4.81,-26.88,-1685495624
10.00,12.00,4.81,-26.38,2090585956
10.00,12.00,4.81,-26.58,618550336
10.00,12.00,4.81,-26.51,1130564116
10.00,12.00,4.81,-26.38,2090585956
10.00,12.00,4.81,-26.48,1386587116
10.00,12.00,4.81,-26.60,426533056
10.00,12.00,4.81,-26.84,-1344174584
10.00,12.00,4.81,-27.23,-35927548
10.00,12.00,4.81,-27.28,-355924048
10.00,12.00,4.81,-27.34,-803964328
10.00,12.00,4.81,-26.87,-1600165364
10.00,12.00,4.81,-29.33,1292903136
10.00,12.00,4.81,-26.55,810567556
10.00,12.00,4.81,-26.86,-1514835104
10.00,12.00,4.81,-26.46,1493241916
10.00,12.00,4.81,-26.16,-519003960
10.00,12.00,4.81,-26.46,1535923156
10.00,12.00,4.81,-26.33,-1799022360
10.00,12.00,4.81,-26.66,-21474944
10.00,12.00,4.81,-26.64,127861036
10.00,12.00,4.81,-26.30,-1585712820
10.00,12.00,4.81,-28.81,902028920
10.00,12.00,4.81,-27.29,-462611068
10.00,12.00,4.81,-27.24,-99933268
10.00,12.00,4.81,-27.29,-441286528
10.00,12.00,4.81,-27.20,241419992
10.00,12.00,4.81,-27.08,1158760592
10.00,12.00,4.81,-27.07,1201441832
10.00,12.00,4.81,-26.99,1820110352
10.00,12.00,4.81,-26.59,554544556
10.00,12.00,4.81,-26.18,-668340000
10.00,12.00,4.80,-26.31,-1649686320
10.00,12.00,4.81,-26.30,-1564356060
10.00,12.00,4.81,-26.70,-298790264
10.00,12.00,4.81,-26.82,-1216163084
10.00,12.00,4.81,-26.61,362559556
10.00,12.00,4.81,-26.77,-810804044
10.00,12.00,4.81,-27.40,-1273296868
10.00,12.00,4.81,-27.12,796082792
10.00,12.00,4.81,-27.29,-462611068
10.00,12.00,4.81,-27.03,1521438332
10.00,12.00,4.82,-27.16,518735312
10.00,12.00,4.81,-26.45,1599896656
10.00,12.00,4.81,-26.59,511895536
10.00,12.00,4.81,-26.87,-1600165364
10.00,12.00,4.81,-26.15,-454998240
10.00,12.00,4.81,-26.53,1023909316
10.00,12.00,4.81,-26.82,-1173481844
10.00,12.00,4.81,-26.19,-753670260
10.00,12.00,4.81,-26.37,-2076369840
10.00,12.00,4.81,-26.82,-1173481844
10.00,12.00,4.81,-26.35,-1927033860
10.00,12.00,4.81,-27.37,-1102636348
10.00,12.00,4.81,-26.73,-490807544
10.00,12.00,4.81,-27.30,-569265808
10.00,12.00,4.81,-26.99,1777461332
10.00,12.00,4.81,-29.23tmp local (C), tmp object (C), sound voltage (V), current (A),
10.00,12.00,4.76,-2.93,-1464379888
10.00,12.00,4.80,-2.93,-1485704368
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.97,-1635040408
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.85,-1187032348
10.00,12.00,4.80,-2.91,-1379049628
10.00,12.00,4.81,-2.84,-1144351108
10.00,12.00,4.81,-2.85,-1155045568
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.81,-2.84,-1144351108
10.00,12.00,4.81,-2.85,-1165707868
10.00,12.00,4.81,-2.85,-1155045568
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-3.06,-1965731428
10.00,12.00,4.80,-2.94,-1517723368
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.95,-1539047908
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.85,-1187032348
10.00,12.00,4.81,-2.84,-1144351108
10.00,12.00,4.81,-2.96,-1581696928
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.80,-2.85,-1155045568
10.00,12.00,4.81,-2.84,-1144351108
10.00,12.00,4.81,-2.85,-1165707868
10.00,12.00,4.80,-2.94,-1528385608
10.00,12.00,4.81,-2.94,-1528385608
10.00,12.00,4.80,-3.05,-1944374668
10.00,12.00,4.80,-2.94,-1517723368
10.00,12.00,4.80,-2.93,-1485704368
10.00,12.00,4.80,-2.95,-1539047908
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.81,-2.85,-1165707868
10.00,12.00,4.81,-2.85,-1155045568
10.00,12.00,4.81,-2.85,-1155045568
10.00,12.00,4.81,-2.95,-1560372388
10.00,12.00,4.81,-2.85,-1155045568
10.00,12.00,4.81,-2.85,-1155045568
10.00,12.00,4.80,-2.85,-1176370108
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.80,-2.94,-1528385608
10.00,12.00,4.80,-2.93,-1485704368
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-3.04,-1880368948
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-3.02,-1795038688
10.00,12.00,4.81,-2.85,-1165707868
10.00,12.00,4.81,-2.85,-1165707868
10.00,12.00,4.81,-2.85,-1176370108
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.81,-2.85,-1155045568
10.00,12.00,4.81,-2.85,-1187032348
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.81,-2.93,-1475042128
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.93,-1475042128
10.00,12.00,4.80,-2.95,-1549710148
10.00,12.00,4.80,-2.94,-1517723368
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.94,-1528385608
10.00,12.00,4.80,-2.86,-1208356888
10.00,12.00,4.81,-2.84,-1144351108
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.81,-2.96,-1592391388
10.00,12.00,4.81,-2.85,-1187032348
10.00,12.00,4.81,-2.84,-1144351108
10.00,12.00,4.80,-2.93,-1453717648
10.00,12.00,4.81,-2.84,-1123026628
10.00,12.00,4.80,-2.93,-1485704368
10.00,12.00,4.80,-2.94,-1517723368
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.94,-1517723368
10.00,12.00,4.80,-2.94,-1517723368
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-3.00,-1741727368
10.00,12.00,4.80,-2.94,-1528385608
10.00,12.00,4.81,-2.85,-1176370108
10.00,12.00,4.80,-2.92,-1421698648
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.81,-2.84,-1144351108
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.94,-1517723368
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-3.03,-1848382168
10.00,12.00,4.80,-2.95,-1539047908
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.98,-1677721648
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.81,-2.85,-1165707868
10.00,12.00,4.81,-2.85,-1165707868
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.81,-2.96,-1571034628
10.00,12.00,4.81,-2.85,-1165707868
10.00,12.00,4.81,-2.83,-1112364388
10.00,12.00,4.80,-3.05,-1912387948
10.00,12.00,4.80,-2.94,-1528385608
10.00,12.00,4.80,-2.94,-1528385608
10.00,12.00,4.80,-2.95,-1539047908
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.94,-1517723368
10.00,12.00,4.80,-2.86,-1197694648
10.00,12.00,4.81,-2.90,-1357692868
10.00,12.00,4.81,-2.84,-1144351108
10.00,12.00,4.81,-2.84,-1123026628
10.00,12.00,4.80,-2.89,-1325706148
10.00,12.00,4.81,-2.85,-1165707868
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.80,-2.85,-1187032348
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.99,-1688383888
10.00,12.00,4.80,-2.94,-1528385608
10.00,12.00,4.80,-2.94,-1517723368
10.00,12.00,4.80,-3.06,-1965731428
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.85,-1165707868
10.00,12.00,4.80,-2.85,-1165707868
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.85,-1176370108
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.80,-3.02,-1827057688
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-3.04,-1880368948
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.95,-1549710148
10.00,12.00,4.80,-2.94,-1517723368
10.00,12.00,4.81,-2.85,-1187032348
10.00,12.00,4.81,-2.85,-1176370108
10.00,12.00,4.81,-2.85,-1176370108
10.00,12.00,4.81,-2.88,-1283024908
10.00,12.00,4.81,-2.84,-1144351108
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.97,-1613715928
10.00,12.00,4.81,-2.84,-1144351108
10.00,12.00,4.80,-2.95,-1539047908
10.00,12.00,4.80,-2.95,-1549710148
10.00,12.00,4.80,-2.94,-1517723368
10.00,12.00,4.80,-2.95,-1539047908
10.00,12.00,4.80,-2.94,-1517723368
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.94,-1528385668
10.00,12.00,4.81,-2.85,-1165707868
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.97,-1635040408
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.80,-2.88,-1272362668
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.80,-2.94,-1517723368
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.94,-1517723368
10.00,12.00,4.81,-2.94,-1496366668
10.00,12.00,4.80,-3.04,-1901725648
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.94,-1517723368
10.00,12.00,4.80,-2.96,-1603053628
10.00,12.00,4.81,-2.94,-1507028908
10.00,12.00,4.80,-2.94,-1517723368
10.00,12.00,4.80,-2.94,-1528385668
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.85,-1155045628
10.00,12.00,4.81,-2.89,-1304381608
10.00,12.00,4.81,-2.84,-1123026628
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.97,-1624378168
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.80,-2.85,-1165707868
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.94,-1528385668
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.94,-1517723368
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.93,-1475042128
10.00,12.00,4.80,-3.01,-1784376448
10.00,12.00,4.80,-2.94,-1517723368
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-3.00,-1731032908
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.94,-1517723368
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.93,-1475042128
10.00,12.00,4.80,-2.84,-1144351168
10.00,12.00,4.81,-2.84,-1123026628
10.00,12.00,4.81,-2.84,-1123026628
10.00,12.00,4.80,-2.94,-1517723368
10.00,12.00,4.81,-2.84,-1123026628
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.94,-1517723368
10.00,12.00,4.80,-3.05,-1944374728
10.00,12.00,4.80,-2.94,-1517723368
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.96,-1592391388
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.80,-2.84,-1133688868
10.00,12.00,4.80,-2.94,-1528385668
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-3.05,-1912387948
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.94,-1517723368
10.00,12.00,4.80,-2.85,-1165707868
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.81,-2.85,-1165707868
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.95,-1560372388
10.00,12.00,4.81,-2.84,-1123026628
10.00,12.00,4.81,-2.87,-1251038128
10.00,12.00,4.80,-2.94,-1528385668
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.93,-1475042128
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-3.04,-1891063408
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.81,-2.83,-1112364388
10.00,12.00,4.80,-2.85,-1155045628
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.81,-2.83,-1112364388
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.96,-1581696928
10.00,12.00,4.81,-2.93,-1475042128
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.93,-1453717648
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.94,-1528385668
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-3.04,-1880368948
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.80,-2.85,-1155045628
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.81,-2.83,-1112364388
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.81,-2.84,-1123026628
10.00,12.00,4.80,-3.06,-1955036968
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.93,-1464379888
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.81,-2.91,-1400374168
10.00,12.00,4.81,-2.96,-1592391388
10.00,12.00,4.81,-2.84,-1123026628
10.00,12.00,4.81,-2.84,-1133688868
10.00,12.00,4.80,-2.85,-1176370108
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.84,-1123026628
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-3.05,-1923050188
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.84,-1123026628
10.00,12.00,4.81,-2.96,-1603053688
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.81,-2.84,-1123026628
10.00,12.00,4.80,-2.85,-1165707868
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-3.04,-1901725708
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-2.93,-1475042188
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.93,-1475042188
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.85,-1165707868
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.96,-1571034688
10.00,12.00,4.81,-2.84,-1123026628
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.89,-1336368388
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.81,-2.94,-1507028908
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-3.07,-1987055968
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.80,-2.93,-1464379888
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.81,-2.93,-1485704428
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.93,-1475042188
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-3.02,-1827057688
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.81,-2.84,-1123026628
10.00,12.00,4.81,-2.84,-1123026628
10.00,12.00,4.81,-2.87,-1251038128
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.80,-2.92,-1443055408
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.95,-1560372448
10.00,12.00,4.80,-2.94,-1507028908
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-2.98,-1645702708
10.00,12.00,4.80,-2.87,-1229713648
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.81,-2.85,-1176370168
10.00,12.00,4.81,-2.84,-1123026628
10.00,12.00,4.81,-2.87,-1240375888
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.80,-2.95,-1539047908
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.96,-1571034688
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.94,-1528385668
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.84,-1123026628
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.80,-3.03,-1848382228
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-2.95,-1549710208
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.81,-2.93,-1485704428
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.80,-3.06,-1965731428
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.96,-1581696928
10.00,12.00,4.80,-2.90,-1347030688
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.80,-2.92,-1443055408
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.81,-2.84,-1123026628
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.81,-2.88,-1283024908
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.93,-1464379948
10.00,12.00,4.80,-2.96,-1571034688
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.98,-1656364948
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-3.03,-1837719928
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.81,-2.94,-1507028968
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.81,-2.91,-1379049628
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.80,-2.87,-1229713648
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.98,-1645702708
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.80,-2.97,-1613715928
10.00,12.00,4.80,-2.93,-1485704428
