tmp local (C), tmp object (C), sound voltage (V), current (A),
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.80,-2.98,-1656364948
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-3.04,-1891063468
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-2.93,-1464379948
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.81,-2.84,-1123026688
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.84,-1123026688
10.00,12.00,4.81,-2.94,-1528385668
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.80,-2.99,-1709708428
10.00,12.00,4.80,-2.93,-1453717648
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.95,-1539047908
10.00,12.00,4.80,-2.85,-1165707928
10.00,12.00,4.81,-2.88,-1283024908
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.80,-2.94,-1528385668
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.80,-2.85,-1155045628
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.80,-3.05,-1933712488
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.83,-1101702148
10.00,12.00,4.80,-2.89,-1325706148
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.93,-1475042188
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-2.93,-1475042188
10.00,12.00,4.80,-3.05,-1933712488
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-2.94,-1496366668
10.00,12.00,4.81,-2.85,-1155045628
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.83,-1101702148
10.00,12.00,4.81,-2.83,-1112364388
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.81,-2.96,-1571034688
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.96,-1581696988
10.00,12.00,4.80,-2.93,-1475042188
10.00,12.00,4.80,-2.94,-1496366728
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.93,-1475042188
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.96,-1571034688
10.00,12.00,4.81,-2.83,-1101702148
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.80,-2.91,-1379049688
10.00,12.00,4.81,-2.83,-1112364388
10.00,12.00,4.81,-2.83,-1101702148
10.00,12.00,4.80,-2.94,-1496366728
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.94,-1496366728
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.96,-1571034688
10.00,12.00,4.80,-2.93,-1475042188
10.00,12.00,4.80,-2.93,-1464379948
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.84,-1123026688
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.83,-1101702148
10.00,12.00,4.81,-2.87,-1261700428
10.00,12.00,4.81,-2.82,-1059020908
10.00,12.00,4.81,-2.89,-1336368448
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.80,-2.91,-1411036468
10.00,12.00,4.80,-2.91,-1379049688
10.00,12.00,4.80,-2.92,-1421698708
10.00,12.00,4.80,-2.91,-1411036468
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.80,-2.88,-1272362668
10.00,12.00,4.81,-2.82,-1059020908
10.00,12.00,4.80,-2.88,-1283024968
10.00,12.00,4.81,-2.82,-1048358668
10.00,12.00,4.81,-2.81,-1005709648
10.00,12.00,4.81,-2.81,-1016371888
10.00,12.00,4.81,-2.82,-1048358668
10.00,12.00,4.81,-2.85,-1187032408
10.00,12.00,4.80,-2.91,-1400374168
10.00,12.00,4.80,-2.91,-1400374168
10.00,12.00,4.80,-2.95,-1560372448
10.00,12.00,4.81,-2.90,-1368387388
10.00,12.00,4.81,-2.90,-1357692928
10.00,12.00,4.80,-2.90,-1357692928
10.00,12.00,4.81,-2.91,-1389711928
10.00,12.00,4.81,-2.85,-1165707928
10.00,12.00,4.81,-2.82,-1037696428
10.00,12.00,4.81,-2.81,-1016371888
10.00,12.00,4.80,-2.90,-1347030688
10.00,12.00,4.81,-2.81,-1027034128
10.00,12.00,4.81,-2.81,-1016371888
10.00,12.00,4.81,-2.81,-1027034128
10.00,12.00,4.81,-2.80,-984352888
10.00,12.00,4.81,-2.98,-1645702708
10.00,12.00,4.81,-2.91,-1379049688
10.00,12.00,4.81,-2.91,-1379049688
10.00,12.00,4.80,-2.93,-1464379948
10.00,12.00,4.81,-2.90,-1347030688
10.00,12.00,4.81,-2.91,-1389711928
10.00,12.00,4.80,-2.90,-1368387448
10.00,12.00,4.81,-2.81,-1027034128
10.00,12.00,4.81,-2.89,-1315043908
10.00,12.00,4.81,-2.81,-1005709648
10.00,12.00,4.81,-2.81,-1016371888
10.00,12.00,4.80,-2.85,-1187032408
10.00,12.00,4.81,-2.81,-1027034128
10.00,12.00,4.81,-2.82,-1037696428
10.00,12.00,4.81,-2.84,-1123026688
10.00,12.00,4.81,-2.91,-1389711928
10.00,12.00,4.81,-2.94,-1517723428
10.00,12.00,4.81,-2.91,-1379049688
10.00,12.00,4.81,-2.91,-1389711928
10.00,12.00,4.80,-2.99,-1688383948
10.00,12.00,4.81,-2.90,-1357692928
10.00,12.00,4.81,-2.90,-1368387448
10.00,12.00,4.81,-2.82,-1037696428
10.00,12.00,4.81,-2.81,-1016371888
10.00,12.00,4.81,-2.86,-1197694708
10.00,12.00,4.81,-2.81,-1016371888
10.00,12.00,4.81,-2.81,-1016371888
10.00,12.00,4.80,-2.85,-1187032408
10.00,12.00,4.81,-2.81,-1016371888
10.00,12.00,4.81,-2.91,-1379049688
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.80,-2.94,-1528385668
10.00,12.00,4.80,-3.01,-1784376508
10.00,12.00,4.80,-2.94,-1496366728
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-2.96,-1603053688
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.85,-1165707928
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.81,-2.92,-1432360948
10.00,12.00,4.81,-2.85,-1165707928
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.80,-2.86,-1219019188
10.00,12.00,4.80,-2.94,-1496366728
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-2.95,-1549710208
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.80,-3.00,-1731032968
10.00,12.00,4.80,-2.95,-1539047968
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.88,-1293687208
10.00,12.00,4.81,-2.85,-1165707928
10.00,12.00,4.81,-2.85,-1155045688
10.00,12.00,4.81,-2.85,-1155045688
10.00,12.00,4.81,-2.85,-1155045688
10.00,12.00,4.81,-2.95,-1560372448
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-2.94,-1496366728
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-2.93,-1485704428
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.81,-2.92,-1443055408
10.00,12.00,4.81,-2.85,-1155045688
10.00,12.00,4.81,-2.85,-1165707928
10.00,12.00,4.80,-2.85,-1155045688
10.00,12.00,4.81,-2.85,-1155045688
10.00,12.00,4.81,-2.85,-1155045688
10.00,12.00,4.81,-2.85,-1155045688
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-3.06,-1955037028
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.81,-2.94,-1496366728
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-2.94,-1496366728
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.81,-2.85,-1176370168
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.80,-2.94,-1496366728
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.85,-1155045688
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.80,-2.94,-1496366728
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.80,-3.06,-1976393728
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.81,-2.84,-1144351168
10.00,12.00,4.81,-2.85,-1176370168
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.81,-2.97,-1613715988
10.00,12.00,4.81,-2.85,-1165707928
10.00,12.00,4.81,-2.84,-1133688928
10.00,12.00,4.81,-2.85,-1165707928
10.00,12.00,4.81,-2.88,-1293687208
10.00,12.00,4.80,-2.94,-1528385728
10.00,12.00,4.80,-2.94,-1528385728
10.00,12.00,4.81,-2.94,-1496366728
10.00,12.00,4.80,-3.05,-1944374728
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.80,-2.94,-1528385728
10.00,12.00,4.81,-2.85,-1155045688
10.00,12.00,4.81,-2.85,-1155045688
10.00,12.00,4.81,-2.85,-1165707928
10.00,12.00,4.81,-2.85,-1155045688
10.00,12.00,4.81,-2.97,-1624378228
10.00,12.00,4.81,-2.84,-1144351228
10.00,12.00,4.81,-2.85,-1165707928
10.00,12.00,4.81,-2.94,-1528385728
10.00,12.00,4.80,-2.94,-1496366728
10.00,12.00,4.80,-2.94,-1496366728
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.80,-3.07,-1987055968
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.80,-2.94,-1507028968
10.00,12.00,4.81,-2.85,-1155045688
10.00,12.00,4.81,-2.83,-1080377668
10.00,12.00,4.81,-2.82,-1037696428
10.00,12.00,4.81,-2.82,-1069683208
10.00,12.00,4.81,-2.81,-1005709648
10.00,12.00,4.81,-2.80,-995015188
10.00,12.00,4.81,-2.82,-1048358668
10.00,12.00,4.81,-2.87,-1251038188
10.00,12.00,4.80,-3.02,-1805700988
10.00,12.00,4.81,-2.91,-1400374228
10.00,12.00,4.80,-2.91,-1411036468
10.00,12.00,4.80,-2.92,-1421698708
10.00,12.00,4.80,-2.91,-1400374228
10.00,12.00,4.80,-2.91,-1400374228
10.00,12.00,4.80,-2.91,-1411036468
10.00,12.00,4.81,-2.81,-1027034188
10.00,12.00,4.81,-2.92,-1443055468
10.00,12.00,4.81,-2.81,-1016371888
10.00,12.00,4.81,-2.80,-995015188
10.00,12.00,4.81,-2.81,-1027034188
10.00,12.00,4.81,-2.81,-1005709648
10.00,12.00,4.81,-2.81,-1005709648
10.00,12.00,4.81,-2.90,-1357692988
10.00,12.00,4.81,-2.90,-1357692988
10.00,12.00,4.80,-2.99,-1688383948
10.00,12.00,4.81,-2.90,-1357692988
10.00,12.00,4.81,-2.91,-1379049688
10.00,12.00,4.80,-2.90,-1368387448
10.00,12.00,4.81,-2.91,-1379049688
10.00,12.00,4.81,-2.90,-1368387448
10.00,12.00,4.81,-2.81,-1016371888
10.00,12.00,4.81,-2.81,-1005709648
10.00,12.00,4.81,-2.93,-1475042188
10.00,12.00,4.81,-2.81,-1016371888
10.00,12.00,4.81,-2.81,-1027034188
10.00,12.00,4.81,-2.81,-1027034188
10.00,12.00,4.81,-2.82,-1037696428
10.00,12.00,4.81,-2.90,-1357692988
10.00,12.00,4.80,-2.91,-1379049688
10.00,12.00,4.80,-2.91,-1400374228
10.00,12.00,4.80,-3.01,-1763051968
10.00,12.00,4.80,-2.91,-1411036468
10.00,12.00,4.80,-2.91,-1411036468
10.00,12.00,4.80,-2.99,-1688383948
10.00,12.00,4.81,-2.91,-1389711928
10.00,12.00,4.81,-2.82,-1069683208
10.00,12.00,4.81,-2.82,-1069683208
10.00,12.00,4.81,-2.82,-1048358668
10.00,12.00,4.81,-2.82,-1059020968
10.00,12.00,4.81,-2.82,-1069683208
10.00,12.00,4.81,-2.82,-1037696428
10.00,12.00,4.81,-2.85,-1165707928
10.00,12.00,4.81,-2.87,-1261700428
10.00,12.00,4.80,-2.92,-1421698708
10.00,12.00,4.80,-3.02,-1795038748
10.00,12.00,4.81,-2.91,-1389711928
10.00,12.00,4.80,-2.91,-1400374228
10.00,12.00,4.80,-2.91,-1411036468
10.00,12.00,4.81,-2.91,-1400374228
10.00,12.00,4.81,-2.90,-1368387448
10.00,12.00,4.80,-2.83,-1112364448
10.00,12.00,4.81,-2.82,-1037696428
10.00,12.00,4.81,-2.81,-1016371948
10.00,12.00,4.81,-2.82,-1069683208
10.00,12.00,4.81,-2.82,-1037696428
10.00,12.00,4.81,-2.85,-1165707928
10.00,12.00,4.81,-2.82,-1069683208
10.00,12.00,4.81,-2.81,-1027034188
10.00,12.00,4.80,-3.01,-1773714268
10.00,12.00,4.81,-2.91,-1389711928
10.00,12.00,4.80,-2.92,-1432361008
10.00,12.00,4.80,-3.02,-1795038748
10.00,12.00,4.81,-2.91,-1400374228
10.00,12.00,4.80,-2.91,-1379049688
10.00,12.00,4.80,-2.91,-1411036468
10.00,12.00,4.80,-2.92,-1432361008
10.00,12.00,4.81,-2.82,-1048358668
10.00,12.00,4.81,-2.81,-1027034188
10.00,12.00,4.81,-2.81,-1027034188
10.00,12.00,4.81,-2.81,-1016371948
10.00,12.00,4.81,-2.82,-1059020968
10.00,12.00,4.81,-2.81,-1016371948
10.00,12.00,4.81,-2.81,-1027034188
10.00,12.00,4.81,-2.83,-1091039908
10.00,12.00,4.81,-2.91,-1389711928
10.00,12.00,4.81,-2.91,-1379049688
10.00,12.00,4.80,-2.92,-1443055468
10.00,12.00,4.80,-2.92,-1421698708
10.00,12.00,4.80,-2.94,-1517723428
10.00,12.00,4.81,-2.91,-1400374228
10.00,12.00,4.80,-2.92,-1432361008
10.00,12.00,4.80,-3.03,-1848382228
10.00,12.00,4.81,-2.83,-1101702208
10.00,12.00,4.81,-2.83,-1091039908
10.00,12.00,4.81,-2.94,-1496366728
10.00,12.00,4.81,-2.83,-1091039908
10.00,12.00,4.81,-2.82,-1059020968
10.00,12.00,4.80,-2.92,-1443055468
10.00,12.00,4.81,-2.83,-1080377668
10.00,12.00,4.81,-2.83,-1080377668
10.00,12.00,4.80,-2.92,-1432361008
10.00,12.00,4.80,-2.92,-1432361008
10.00,12.00,4.80,-2.93,-1464379948
10.00,12.00,4.80,-2.92,-1421698708
10.00,12.00,4.80,-2.91,-1411036468
10.00,12.00,4.80,-2.95,-1549710208
10.00,12.00,4.80,-2.92,-1421698708
10.00,12.00,4.80,-2.92,-1432361008
10.00,12.00,4.81,-2.94,-1528385728
10.00,12.00,4.81,-2.83,-1080377668
10.00,12.00,4.81,-2.83,-1080377668
10.00,12.00,4.80,-2.83,-1112364448
10.00,12.00,4.81,-2.83,-1080377668
10.00,12.00,4.81,-2.83,-1080377668
10.00,12.00,4.81,-2.83,-1091039908
10.00,12.00,4.81,-2.86,-1219019248
10.00,12.00,4.80,-2.92,-1432361008
10.00,12.00,4.80,-2.91,-1411036468
10.00,12.00,4.80,-2.92,-1432361008
10.00,12.00,4.80,-3.00,-1731033028
10.00,12.00,4.80,-2.92,-1421698708
10.00,12.00,4.80,-2.93,-1453717708
10.00,12.00,4.80,-3.00,-1752389728
10.00,12.00,4.81,-2.83,-1080377668
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.81,-2.84,-1123026688
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.81,-2.83,-1091039908
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.81,-2.83,-1091039908
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.81,-2.93,-1464379948
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.98,-1656365008
10.00,12.00,4.80,-2.93,-1464379948
10.00,12.00,4.80,-2.93,-1464379948
10.00,12.00,4.80,-3.04,-1869706768
10.00,12.00,4.80,-2.93,-1464379948
10.00,12.00,4.80,-2.93,-1464379948
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.81,-2.83,-1091039908
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.81,-2.84,-1123026688
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.81,-2.95,-1549710208
10.00,12.00,4.81,-2.83,-1091039908
10.00,12.00,4.81,-2.93,-1464379948
10.00,12.00,4.80,-2.95,-1560372508
10.00,12.00,4.80,-2.93,-1464379948
10.00,12.00,4.80,-2.92,-1443055468
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.81,-2.93,-1485704488
10.00,12.00,4.80,-2.92,-1432361008
10.00,12.00,4.80,-2.93,-1453717708
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.81,-2.95,-1539047968
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.81,-2.83,-1091039908
10.00,12.00,4.80,-2.82,-1059020968
10.00,12.00,4.81,-2.82,-1059020968
10.00,12.00,4.81,-2.82,-1069683208
10.00,12.00,4.81,-2.89,-1315043968
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-3.00,-1741727488
10.00,12.00,4.80,-2.93,-1464379948
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-3.03,-1848382288
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.94,-1496366728
10.00,12.00,4.81,-2.85,-1155045688
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.84,-1144351228
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.93,-1453717708
10.00,12.00,4.81,-2.84,-1123026688
10.00,12.00,4.81,-2.84,-1144351228
10.00,12.00,4.80,-2.98,-1645702768
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.94,-1496366728
10.00,12.00,4.81,-2.84,-1144351228
10.00,12.00,4.81,-2.91,-1389711988
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.80,-2.90,-1357692988
10.00,12.00,4.81,-2.84,-1123026688
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.80,-2.85,-1165707928
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.94,-1517723488
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.96,-1571034748
10.00,12.00,4.80,-2.94,-1496366728
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-3.02,-1805701048
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.84,-1123026688
10.00,12.00,4.80,-2.85,-1155045688
10.00,12.00,4.81,-2.84,-1144351228
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.84,-1123026688
10.00,12.00,4.81,-2.84,-1123026688
10.00,12.00,4.81,-2.93,-1464379948
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-3.05,-1912388008
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.94,-1496366728
10.00,12.00,4.80,-2.95,-1560372508
10.00,12.00,4.80,-2.93,-1464379948
10.00,12.00,4.81,-2.84,-1123026688
10.00,12.00,4.81,-2.85,-1155045688
10.00,12.00,4.81,-2.84,-1123026688
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.81,-2.89,-1336368448
10.00,12.00,4.81,-2.84,-1123026688
10.00,12.00,4.80,-2.94,-1496366728
10.00,12.00,4.80,-2.97,-1624378228
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.81,-2.94,-1496366728
10.00,12.00,4.80,-2.94,-1496366728
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.87,-1240375948
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.83,-1091039968
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.84,-1123026688
10.00,12.00,4.81,-2.96,-1571034748
10.00,12.00,4.81,-2.84,-1123026688
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.80,-2.96,-1603053748
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.99,-1688384008
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.87,-1229713708
10.00,12.00,4.81,-2.83,-1101702208
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.81,-2.85,-1155045688
10.00,12.00,4.81,-2.84,-1123026688
10.00,12.00,4.81,-2.88,-1272362728
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.97,-1624378228
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.93,-1453717708
10.00,12.00,4.80,-2.93,-1453717708
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.97,-1613715988
10.00,12.00,4.80,-2.91,-1400374228
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.80,-2.90,-1357692988
10.00,12.00,4.81,-2.83,-1101702208
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.85,-1155045688
10.00,12.00,4.80,-2.93,-1453717708
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-3.01,-1763052028
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.93,-1453717708
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.81,-2.84,-1144351228
10.00,12.00,4.81,-2.83,-1101702208
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.80,-2.91,-1400374228
10.00,12.00,4.81,-2.83,-1091039968
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.81,-2.83,-1101702208
10.00,12.00,4.81,-2.84,-1144351228
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.93,-1453717708
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.95,-1539047968
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.95,-1560372508
10.00,12.00,4.81,-2.84,-1144351228
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.81,-2.92,-1432361008
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-3.05,-1944374788
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.94,-1496366728
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.81,-2.85,-1155045688
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.85,-1155045688
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-3.06,-1965731548
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.87,-1229713708
10.00,12.00,4.81,-2.86,-1197694708
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.92,-1421698768
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.81,-2.93,-1485704488
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-3.02,-1827057748
10.00,12.00,4.80,-2.93,-1485704488
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.81,-2.86,-1219019248
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.83,-1091039968
10.00,12.00,4.80,-2.89,-1325706208
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.83,-1112364448
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.80,-2.94,-1496366788
10.00,12.00,4.80,-3.00,-1741727488
10.00,12.00,4.80,-2.94,-1496366788
10.00,12.00,4.80,-2.94,-1496366788
10.00,12.00,4.80,-2.94,-1517723488
10.00,12.00,4.80,-2.93,-1475042248
10.00,12.00,4.81,-2.84,-1144351228
10.00,12.00,4.81,-2.84,-1144351228
10.00,12.00,4.81,-2.84,-1123026748
10.00,12.00,4.81,-2.95,-1560372508
10.00,12.00,4.81,-2.84,-1133688988
10.00,12.00,4.81,-2.84,-1144351228
10.00,12.00,4.80,-2.87,-1251038248
10.00,12.00,4.80,-2.93,-1464380008
10.00,12.00,4.80,-2.98,-1645702768
