38,30,2.07,6.2484,1620,12,50,0.07,1
38,30,2.07,6.2484,1620,12,50,0.07,1
38,30,2.07,6.2484,1620,12,50,0.07,1
38,30,2.07,6.2484,1620,12,50,0.07,1
38,30,2.07,6.2484,1620,12,50,0.07,1
38,30,1.87,6.2484,1620,12,50,0.07,1
38,30,1.87,6.2484,1620,12,50,0.07,1
38,30,1.87,6.2484,1620,12,50,0.07,1
38,30,1.87,6.2484,1620,12,50,0.07,1
38,30,1.87,6.2484,1620,12,50,0.07,1
38,30,1.87,6.2484,1620,12,50,0.07,1
38,30,1.87,6.2484,1620,12,50,0.07,1
38,30,1.87,6.2484,1620,12,50,0.07,1
38,30,1.87,6.2484,1620,12,50,0.07,1
38,30,1.87,6.2484,1620,12,50,0.07,1
38,30,1.87,6.2484,1620,12,50,0.07,1
38,30,1.87,6.2484,1620,12,50,0.07,1
38,30,1.87,6.2484,1620,12,50,0.07,1
38,30,1.87,6.2484,1620,12,50,0.07,1
37,30,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
37,42,1.87,6.2484,1620,12,50,0.07,1
