0.00,23514967420436480.00,0.00,0.0000,66311,12,50,0.0700
0.00,23514967420436480.00,3.68,0.0000,66311,12,50,0.0700
0.00,23514967420436480.00,3.68,0.0000,66311,12,50,0.0700
9.00,23514967420436480.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
9.00,7.00,3.68,0.0000,66311,12,50,0.0700
