6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,0.24,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,1.95,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,1.95,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,1.95,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,1.95,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,1.95,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,1.95,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,1.95,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,1.95,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,1.95,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,1.95,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,1.95,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,1.95,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,1.95,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,1.95,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,1.95,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,1.95,79.4050,120,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
6.00,9.00,1.95,37.0760,2340,12,50,0,0,0,0,0,1
