7.00,7.00,0.11,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,0.11,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,0.11,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,0.11,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,0.11,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,0.11,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,0.11,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,0.11,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
7.00,7.00,1.63,107.7400,780,12,50,0.0700,1,0,0,0,0,0
